EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,N2020,N2030,N2040,N2050,N2060,N2070
2254,RED LICK,MUNICIPAL,D,BOWIE,N,0,0,0,0,0,0
2255,RED OAK,MUNICIPAL,C,ELLIS,N,377,577,895,1321,1789,2914
2256,RED RIVER COUNTY WSC,MUNICIPAL,D,RED RIVER,N,0,0,0,0,0,0
2257,REDWATER,MUNICIPAL,D,BOWIE,N,82,82,79,77,77,77
2258,REFUGIO,MUNICIPAL,L,REFUGIO,N,0,0,0,0,0,0
2259,RENO,MUNICIPAL,D,LAMAR,N,0,0,0,0,0,0
2260,RHOME,MUNICIPAL,C,WISE,N,0,26,90,259,566,986
2261,RICARDO WSC,MUNICIPAL,N,KLEBERG,N,0,0,0,0,0,0
2262,RICE,MUNICIPAL,C,NAVARRO,N,0,62,76,96,119,146
2263,RICE WSC,MUNICIPAL,C,ELLIS,Y,1,272,388,556,789,1078
2263,RICE WSC,MUNICIPAL,C,NAVARRO,Y,0,48,61,78,98,120
2264,RICHARDSON,MUNICIPAL,C,COLLIN,Y,620,1827,2356,2744,3085,3465
2264,RICHARDSON,MUNICIPAL,C,DALLAS,Y,1448,4408,5682,6621,7436,8355
2265,RICHLAND HILLS,MUNICIPAL,C,TARRANT,N,10,182,312,434,555,703
2266,RICHLAND SUD,MUNICIPAL,F,MCCULLOCH,Y,0,0,0,0,0,0
2266,RICHLAND SUD,MUNICIPAL,K,SAN SABA,Y,0,0,0,0,0,0
2267,RICHMOND,MUNICIPAL,H,FORT BEND,N,0,0,0,0,0,133
2268,RICHWOOD,MUNICIPAL,H,BRAZORIA,N,9,17,23,31,42,55
2269,RIESEL,MUNICIPAL,G,MCLENNAN,N,11,11,11,12,15,19
2270,RIO BRAVO,MUNICIPAL,M,WEBB,N,0,0,0,0,37,130
2271,RIO GRANDE CITY,MUNICIPAL,M,STARR,N,136,559,957,1372,1761,2117
2272,RIO HONDO,MUNICIPAL,M,CAMERON,N,0,0,0,0,0,0
2273,RIO VISTA,MUNICIPAL,G,JOHNSON,N,0,0,0,0,30,71
2274,RIO WSC,MUNICIPAL,M,STARR,N,66,105,143,183,221,257
2275,RISING STAR,MUNICIPAL,G,EASTLAND,N,0,0,0,0,0,0
2276,RIVER ACRES WSC,MUNICIPAL,N,NUECES,N,0,0,0,0,0,0
2277,RIVER OAKS,MUNICIPAL,C,TARRANT,N,0,73,155,224,283,335
2279,RIVER PLANTATION MUD,MUNICIPAL,H,MONTGOMERY,N,0,0,0,79,207,256
2280,RIVERSIDE WSC,MUNICIPAL,H,SAN JACINTO,Y,0,0,0,0,0,0
2280,RIVERSIDE WSC,MUNICIPAL,H,WALKER,Y,0,0,0,0,0,0
2281,ROANOKE,MUNICIPAL,C,DENTON,N,44,543,1062,1288,1462,1614
2282,ROBERT LEE,MUNICIPAL,F,COKE,N,248,243,241,240,240,240
2283,ROBERTSON COUNTY WSC,MUNICIPAL,G,ROBERTSON,N,0,0,0,0,0,0
2284,ROBINSON,MUNICIPAL,G,MCLENNAN,N,0,346,720,1109,1511,1909
2285,ROBSTOWN,MUNICIPAL,N,NUECES,N,1583,1547,1511,1513,1518,1525
2286,ROBY,MUNICIPAL,G,FISHER,N,0,0,0,0,0,0
2287,ROCKDALE,MUNICIPAL,G,MILAM,N,0,0,0,0,0,0
2288,ROCKPORT,MUNICIPAL,N,ARANSAS,N,0,0,0,0,0,0
2289,ROCKSPRINGS,MUNICIPAL,J,EDWARDS,N,98,96,94,94,94,94
2290,ROGERS,MUNICIPAL,G,BELL,N,0,0,0,0,0,0
2292,ROLLINGWOOD,MUNICIPAL,K,TRAVIS,N,0,379,376,375,376,378
2294,ROMAN FOREST,MUNICIPAL,H,MONTGOMERY,N,76,73,104,147,205,280
2296,ROSCOE,MUNICIPAL,G,NOLAN,N,0,0,0,0,0,0
2297,ROSE CITY,MUNICIPAL,I,ORANGE,N,0,0,0,0,0,0
2298,ROSEBUD,MUNICIPAL,G,FALLS,N,0,0,0,0,0,0
2299,ROSENBERG,MUNICIPAL,H,FORT BEND,N,0,0,0,263,629,1053
2300,ROTAN,MUNICIPAL,G,FISHER,N,89,50,60,67,76,84
2302,ROWLETT,MUNICIPAL,C,DALLAS,Y,681,2181,2707,3055,3431,3853
2302,ROWLETT,MUNICIPAL,C,ROCKWALL,Y,94,269,333,378,424,477
2303,ROXTON,MUNICIPAL,D,LAMAR,N,0,0,0,0,0,0
2304,ROYSE CITY,MUNICIPAL,C,COLLIN,Y,14,146,392,739,1580,1909
2304,ROYSE CITY,MUNICIPAL,C,ROCKWALL,Y,81,250,360,928,1745,2292
2304,ROYSE CITY,MUNICIPAL,D,HUNT,Y,4,12,20,26,40,61
2305,RULE,MUNICIPAL,G,HASKELL,N,0,0,0,0,0,0
2306,RUNAWAY BAY,MUNICIPAL,C,WISE,N,0,35,84,149,214,304
2307,RUNGE,MUNICIPAL,L,KARNES,N,0,0,0,0,0,0
2308,RUSK,MUNICIPAL,I,CHEROKEE,N,0,0,0,0,0,0
2309,RUSK RURAL WSC,MUNICIPAL,I,CHEROKEE,N,0,0,0,0,0,0
2310,SABINAL,MUNICIPAL,L,UVALDE,N,121,153,181,212,245,277
2311,SACHSE,MUNICIPAL,C,COLLIN,Y,112,332,414,469,529,593
2311,SACHSE,MUNICIPAL,C,DALLAS,Y,295,865,1081,1226,1376,1546
2312,SAGINAW,MUNICIPAL,C,TARRANT,N,26,678,1227,1561,1769,1953
2315,SALADO WSC,MUNICIPAL,G,BELL,N,0,0,0,0,112,278
2316,SAN AUGUSTINE,MUNICIPAL,I,SAN AUGUSTINE,N,0,0,0,0,0,0
2317,SAN BENITO,MUNICIPAL,M,CAMERON,N,0,0,0,306,923,1564
2318,SAN DIEGO,MUNICIPAL,N,DUVAL,Y,0,21,40,66,88,107
2318,SAN DIEGO,MUNICIPAL,N,JIM WELLS,Y,0,7,16,28,40,51
2320,SAN FELIPE,MUNICIPAL,H,AUSTIN,N,23,55,90,133,181,235
2322,SAN JUAN,MUNICIPAL,M,HIDALGO,N,1897,3193,4527,5899,7306,8685
2323,SAN LEON MUD,MUNICIPAL,H,GALVESTON,N,0,0,0,0,0,0
2324,SAN MARCOS,MUNICIPAL,L,CALDWELL,Y,0,0,1,1,2,3
2324,SAN MARCOS,MUNICIPAL,L,HAYS,Y,0,140,2629,5685,9405,13855
2325,SAN PERLITA,MUNICIPAL,M,WILLACY,N,12,37,63,92,121,148
2326,SAN SABA,MUNICIPAL,K,SAN SABA,N,88,128,124,99,125,152
2327,SANDERSON,MUNICIPAL,E,TERRELL,N,0,0,0,0,0,0
2328,SANGER,MUNICIPAL,C,DENTON,N,3,0,117,351,616,1019
2330,SANTA ANNA,MUNICIPAL,F,COLEMAN,N,0,0,0,0,0,0
2331,SANTA CLARA,MUNICIPAL,L,GUADALUPE,N,0,0,0,15,35,55
2332,SANTA FE,MUNICIPAL,H,GALVESTON,N,641,627,649,686,737,793
2333,SANTA ROSA,MUNICIPAL,M,CAMERON,N,57,87,120,162,210,260
2334,SARDIS-LONE ELM WSC,MUNICIPAL,C,ELLIS,N,658,1348,2250,2848,3443,3843
2335,SAVOY,MUNICIPAL,C,FANNIN,N,0,4,6,10,18,27
2336,SCHERTZ,MUNICIPAL,L,BEXAR,Y,0,0,35,123,224,329
2336,SCHERTZ,MUNICIPAL,L,COMAL,Y,0,0,58,226,463,736
2336,SCHERTZ,MUNICIPAL,L,GUADALUPE,Y,0,0,942,3061,5256,7373
2337,SCHULENBURG,MUNICIPAL,K,FAYETTE,N,0,85,142,191,234,267
2338,SEABROOK,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
2339,SEADRIFT,MUNICIPAL,L,CALHOUN,N,0,0,0,0,0,0
2340,SEAGRAVES,MUNICIPAL,O,GAINES,N,0,0,0,0,15,32
2341,SEALY,MUNICIPAL,H,AUSTIN,N,0,0,0,0,0,0
2342,SEBASTIAN MUD,MUNICIPAL,M,WILLACY,N,0,0,0,0,8,26
2343,SELMA,MUNICIPAL,L,BEXAR,Y,0,7,57,107,157,206
2343,SELMA,MUNICIPAL,L,COMAL,Y,0,1,0,1,1,1
2343,SELMA,MUNICIPAL,L,GUADALUPE,Y,0,8,47,83,112,138
2344,SEMINOLE,MUNICIPAL,O,GAINES,N,548,1071,1347,1560,1611,1675
2345,SEVEN POINTS,MUNICIPAL,C,HENDERSON,Y,42,85,132,216,353,497
2345,SEVEN POINTS,MUNICIPAL,C,KAUFMAN,Y,3,6,11,17,28,41
2346,SEYMOUR,MUNICIPAL,B,BAYLOR,N,0,0,0,0,0,0
2347,SHADY HOLLOW MUD,MUNICIPAL,K,TRAVIS,N,0,0,0,0,0,0
2348,SHADY SHORES,MUNICIPAL,C,DENTON,N,0,91,156,207,229,253
2349,SHALLOWATER,MUNICIPAL,O,LUBBOCK,N,35,77,120,171,223,275
2350,SHAMROCK,MUNICIPAL,A,WHEELER,N,0,0,0,0,0,0
2351,SHARON WSC,MUNICIPAL,D,UPSHUR,Y,0,0,0,0,0,0
2351,SHARON WSC,MUNICIPAL,D,WOOD,Y,0,0,0,0,0,0
2352,SHAVANO PARK,MUNICIPAL,L,BEXAR,N,425,555,677,797,909,1013
2353,SHENANDOAH,MUNICIPAL,H,MONTGOMERY,N,404,779,932,1035,1158,1315
2354,SHEPHERD,MUNICIPAL,H,SAN JACINTO,N,0,0,0,0,0,0
2355,SHERMAN,MUNICIPAL,C,GRAYSON,N,85,385,1071,2302,5378,11818
2356,SHINER,MUNICIPAL,P,LAVACA,N,0,0,0,0,0,0
2357,SHOREACRES,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
2359,SIERRA BLANCA,MUNICIPAL,E,HUDSPETH,N,0,0,0,0,0,0
2360,SILSBEE,MUNICIPAL,I,HARDIN,N,0,0,0,0,0,0
2361,SILVERTON,MUNICIPAL,O,BRISCOE,N,55,52,49,48,48,48
2362,SIMONTON,MUNICIPAL,H,FORT BEND,N,34,33,52,70,87,103
2363,SINTON,MUNICIPAL,N,SAN PATRICIO,N,0,0,0,0,0,0
2365,SLATON,MUNICIPAL,O,LUBBOCK,N,118,390,463,555,623,691
2367,SMITHVILLE,MUNICIPAL,K,BASTROP,N,0,0,0,0,0,721
2369,SNOOK,MUNICIPAL,G,BURLESON,N,0,0,0,0,0,0
2370,SNYDER,MUNICIPAL,F,SCURRY,N,858,473,657,871,1089,1316
2371,SOCORRO,MUNICIPAL,E,EL PASO,N,217,488,757,1069,1406,1732
2372,SOMERSET,MUNICIPAL,L,BEXAR,N,0,0,0,0,0,0
2373,SOMERVILLE,MUNICIPAL,G,BURLESON,N,0,0,0,0,0,0
2374,SONORA,MUNICIPAL,F,SUTTON,N,0,0,0,0,0,0
2375,SOUR LAKE,MUNICIPAL,I,HARDIN,N,0,0,0,0,0,0
2376,SOUTH GRAYSON WSC,MUNICIPAL,C,COLLIN,Y,0,0,0,0,0,19
2376,SOUTH GRAYSON WSC,MUNICIPAL,C,GRAYSON,Y,0,0,0,0,0,30
2377,SOUTH HOUSTON,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
2378,SOUTH NEWTON WSC,MUNICIPAL,I,NEWTON,Y,0,0,0,0,0,0
2378,SOUTH NEWTON WSC,MUNICIPAL,I,ORANGE,Y,0,0,0,0,0,0
2379,SOUTH PADRE ISLAND,MUNICIPAL,M,CAMERON,N,1466,1993,2530,3113,3716,4336
2380,SOUTH TAWAKONI WSC,MUNICIPAL,D,VAN ZANDT,N,0,0,0,0,0,0
2381,SOUTHERN MONTGOMERY COUNTY MUD,MUNICIPAL,H,MONTGOMERY,N,9,13,13,18,28,42
2382,SOUTHERN UTILITIES COMPANY,MUNICIPAL,D,SMITH,Y,0,0,0,0,0,0
2382,SOUTHERN UTILITIES COMPANY,MUNICIPAL,I,CHEROKEE,Y,0,0,0,0,0,0
2382,SOUTHERN UTILITIES COMPANY,MUNICIPAL,I,SMITH,Y,0,0,0,0,0,0
2383,SOUTHLAKE,MUNICIPAL,C,DENTON,Y,10,105,216,324,451,601
2383,SOUTHLAKE,MUNICIPAL,C,TARRANT,Y,251,2384,4533,6280,8017,9833
2384,SOUTHMAYD,MUNICIPAL,C,GRAYSON,N,0,0,0,0,0,77
2385,SOUTHSIDE PLACE,MUNICIPAL,H,HARRIS,N,21,19,5,8,11,14
2386,SOUTHWEST FANNIN COUNTY SUD,MUNICIPAL,C,FANNIN,Y,0,33,86,136,243,353
2386,SOUTHWEST FANNIN COUNTY SUD,MUNICIPAL,C,GRAYSON,Y,0,21,67,132,265,431
2387,SOUTHWEST MILAM WSC,MUNICIPAL,G,BURLESON,Y,0,0,0,0,0,0
2387,SOUTHWEST MILAM WSC,MUNICIPAL,G,LEE,Y,0,0,0,0,0,0
2387,SOUTHWEST MILAM WSC,MUNICIPAL,G,MILAM,Y,0,0,0,0,0,0
2387,SOUTHWEST MILAM WSC,MUNICIPAL,G,WILLIAMSON,Y,0,0,0,0,0,0
2389,SPEARMAN,MUNICIPAL,A,HANSFORD,N,0,0,0,283,466,634
2390,SPLENDORA,MUNICIPAL,H,MONTGOMERY,N,0,0,0,0,0,0
2391,SPRING CREEK UD,MUNICIPAL,H,MONTGOMERY,N,152,196,222,280,358,384
2392,SPRING VALLEY,MUNICIPAL,H,HARRIS,N,420,615,691,780,877,984
2393,SPRINGTOWN,MUNICIPAL,C,PARKER,N,142,322,314,310,309,321
2394,SPUR,MUNICIPAL,O,DICKENS,N,0,0,0,0,0,0
2396,ST. HEDWIG,MUNICIPAL,L,BEXAR,N,0,0,0,0,0,0
2397,STAFFORD,MUNICIPAL,H,FORT BEND,Y,870,1725,1875,2034,2213,2415
2397,STAFFORD,MUNICIPAL,H,HARRIS,Y,13,26,34,37,39,41
2398,STAMFORD,MUNICIPAL,G,HASKELL,Y,0,0,0,0,0,0
2398,STAMFORD,MUNICIPAL,G,JONES,Y,0,0,0,0,0,0
2399,STANLEY LAKE MUD,MUNICIPAL,H,MONTGOMERY,N,0,0,0,0,282,682
2400,STANTON,MUNICIPAL,F,MARTIN,N,245,150,193,239,282,320
2401,"STEAM ELECTRIC POWER, ANDERSON",STEAM ELECTRIC POWER,I,ANDERSON,N,11306,13218,15549,18390,21853,25968
2402,"STEAM ELECTRIC POWER, ATASCOSA",STEAM ELECTRIC POWER,L,ATASCOSA,N,0,0,0,0,0,0
2403,"STEAM ELECTRIC POWER, BASTROP",STEAM ELECTRIC POWER,K,BASTROP,N,0,0,0,0,0,0
2404,"STEAM ELECTRIC POWER, BELL",STEAM ELECTRIC POWER,G,BELL,N,4220,4934,5804,6865,8157,9693
2405,"STEAM ELECTRIC POWER, BEXAR",STEAM ELECTRIC POWER,L,BEXAR,N,0,0,0,0,0,0
2406,"STEAM ELECTRIC POWER, BOSQUE",STEAM ELECTRIC POWER,G,BOSQUE,N,0,861,2262,3943,5965,8344
2407,"STEAM ELECTRIC POWER, BRAZOS",STEAM ELECTRIC POWER,G,BRAZOS,N,271,151,197,49,142,121
2409,"STEAM ELECTRIC POWER, CAMERON",STEAM ELECTRIC POWER,M,CAMERON,N,1036,1293,1607,1990,2457,2941
2410,"STEAM ELECTRIC POWER, CHAMBERS",STEAM ELECTRIC POWER,H,CHAMBERS,N,0,0,0,0,0,0
2411,"STEAM ELECTRIC POWER, CHEROKEE",STEAM ELECTRIC POWER,I,CHEROKEE,N,0,0,0,0,0,0
2412,"STEAM ELECTRIC POWER, COKE",STEAM ELECTRIC POWER,F,COKE,N,247,289,339,401,477,528
2413,"STEAM ELECTRIC POWER, COLLIN",STEAM ELECTRIC POWER,C,COLLIN,N,56,141,217,199,294,306
2414,"STEAM ELECTRIC POWER, CROCKETT",STEAM ELECTRIC POWER,F,CROCKETT,N,776,907,1067,1262,1500,1662
2415,"STEAM ELECTRIC POWER, DALLAS",STEAM ELECTRIC POWER,C,DALLAS,N,0,0,425,728,958,1117
2416,"STEAM ELECTRIC POWER, DENTON",STEAM ELECTRIC POWER,C,DENTON,N,0,0,0,0,0,0
2417,"STEAM ELECTRIC POWER, ECTOR",STEAM ELECTRIC POWER,F,ECTOR,N,6619,8263,10165,12604,15597,19033
2418,"STEAM ELECTRIC POWER, ELLIS",STEAM ELECTRIC POWER,C,ELLIS,N,0,0,2291,4398,6659,9664
2419,"STEAM ELECTRIC POWER, EL PASO",STEAM ELECTRIC POWER,E,EL PASO,N,3651,4825,6255,7998,10124,12651
2420,"STEAM ELECTRIC POWER, FANNIN",STEAM ELECTRIC POWER,C,FANNIN,N,0,4911,5347,5880,6529,7212
2421,"STEAM ELECTRIC POWER, FAYETTE",STEAM ELECTRIC POWER,K,FAYETTE,N,0,0,0,0,2614,7414
2422,"STEAM ELECTRIC POWER, FORT BEND",STEAM ELECTRIC POWER,H,FORT BEND,N,0,0,0,0,554,26343
2423,"STEAM ELECTRIC POWER, FREESTONE",STEAM ELECTRIC POWER,C,FREESTONE,N,0,0,0,2909,8677,15347
2424,"STEAM ELECTRIC POWER, FRIO",STEAM ELECTRIC POWER,L,FRIO,N,0,0,0,0,0,0
2426,"STEAM ELECTRIC POWER, GOLIAD",STEAM ELECTRIC POWER,L,GOLIAD,N,0,0,0,0,0,0
2427,"STEAM ELECTRIC POWER, GREGG",STEAM ELECTRIC POWER,D,GREGG,N,0,0,0,0,0,0
2428,"STEAM ELECTRIC POWER, GRIMES",STEAM ELECTRIC POWER,G,GRIMES,N,11665,13151,14738,16824,19911,23242
2429,"STEAM ELECTRIC POWER, GUADALUPE",STEAM ELECTRIC POWER,L,GUADALUPE,N,0,0,0,0,0,0
2431,"STEAM ELECTRIC POWER, HARRIS",STEAM ELECTRIC POWER,H,HARRIS,N,1469,5047,8788,14320,21054,29086
2432,"STEAM ELECTRIC POWER, HARRISON",STEAM ELECTRIC POWER,D,HARRISON,N,0,0,3122,8107,14184,22464
2433,"STEAM ELECTRIC POWER, HASKELL",STEAM ELECTRIC POWER,G,HASKELL,N,0,0,0,0,0,0
2434,"STEAM ELECTRIC POWER, HAYS",STEAM ELECTRIC POWER,L,HAYS,N,0,0,0,0,0,0
2435,"STEAM ELECTRIC POWER, HENDERSON",STEAM ELECTRIC POWER,C,HENDERSON,N,950,3950,4950,5950,6950,7950
2436,"STEAM ELECTRIC POWER, HIDALGO",STEAM ELECTRIC POWER,M,HIDALGO,N,1948,4342,7259,10815,15151,20304
2437,"STEAM ELECTRIC POWER, HOOD",STEAM ELECTRIC POWER,G,HOOD,N,0,0,0,0,0,0
2438,"STEAM ELECTRIC POWER, HUNT",STEAM ELECTRIC POWER,D,HUNT,N,12085,14188,16751,19877,23687,28213
2439,"STEAM ELECTRIC POWER, JACK",STEAM ELECTRIC POWER,C,JACK,N,0,259,605,956,1288,1626
2440,"STEAM ELECTRIC POWER, JEFFERSON",STEAM ELECTRIC POWER,I,JEFFERSON,N,13426,15696,18464,21838,25951,30839
2441,"STEAM ELECTRIC POWER, JOHNSON",STEAM ELECTRIC POWER,G,JOHNSON,N,5656,5656,5656,5656,5656,5656
2442,"STEAM ELECTRIC POWER, JONES",STEAM ELECTRIC POWER,G,JONES,N,0,0,0,0,0,0
2443,"STEAM ELECTRIC POWER, KAUFMAN",STEAM ELECTRIC POWER,C,KAUFMAN,N,0,0,0,0,0,0
2444,"STEAM ELECTRIC POWER, LAMAR",STEAM ELECTRIC POWER,D,LAMAR,N,0,980,2733,4870,7474,10568
2445,"STEAM ELECTRIC POWER, LAMB",STEAM ELECTRIC POWER,O,LAMB,N,6227,4267,0,0,0,2984
2447,"STEAM ELECTRIC POWER, LIMESTONE",STEAM ELECTRIC POWER,G,LIMESTONE,N,0,4051,9017,15003,22233,30892
2448,"STEAM ELECTRIC POWER, LLANO",STEAM ELECTRIC POWER,K,LLANO,N,0,0,0,0,0,0
2449,"STEAM ELECTRIC POWER, LUBBOCK",STEAM ELECTRIC POWER,O,LUBBOCK,N,0,0,0,0,0,945
2450,"STEAM ELECTRIC POWER, MCLENNAN",STEAM ELECTRIC POWER,G,MCLENNAN,N,0,0,0,0,0,0
2451,"STEAM ELECTRIC POWER, MARION",STEAM ELECTRIC POWER,D,MARION,N,0,0,0,0,0,0
2452,"STEAM ELECTRIC POWER, MATAGORDA",STEAM ELECTRIC POWER,K,MATAGORDA,N,25363,25377,25401,25431,25461,25483
2453,"STEAM ELECTRIC POWER, MILAM",STEAM ELECTRIC POWER,G,MILAM,N,0,35,78,7222,6646,6757
2454,"STEAM ELECTRIC POWER, MITCHELL",STEAM ELECTRIC POWER,F,MITCHELL,N,4847,4670,4493,4317,4140,3994
2455,"STEAM ELECTRIC POWER, MONTGOMERY",STEAM ELECTRIC POWER,H,MONTGOMERY,N,0,0,0,0,2316,5425
2456,"STEAM ELECTRIC POWER, MOORE",STEAM ELECTRIC POWER,A,MOORE,N,0,0,0,0,0,0
2457,"STEAM ELECTRIC POWER, MORRIS",STEAM ELECTRIC POWER,D,MORRIS,N,0,0,0,0,0,0
2458,"STEAM ELECTRIC POWER, NACOGDOCHES",STEAM ELECTRIC POWER,I,NACOGDOCHES,N,0,799,2224,3961,6078,8594
2459,"STEAM ELECTRIC POWER, NEWTON",STEAM ELECTRIC POWER,I,NEWTON,N,690,3080,5994,9545,13875,19021
2460,"STEAM ELECTRIC POWER, NOLAN",STEAM ELECTRIC POWER,G,NOLAN,N,13526,23916,23916,23916,23916,23916
2461,"STEAM ELECTRIC POWER, NUECES",STEAM ELECTRIC POWER,N,NUECES,N,0,0,0,0,2846,6893
2462,"STEAM ELECTRIC POWER, ORANGE",STEAM ELECTRIC POWER,I,ORANGE,N,0,14,1038,2286,3807,4846
2463,"STEAM ELECTRIC POWER, PALO PINTO",STEAM ELECTRIC POWER,G,PALO PINTO,N,0,0,0,0,0,0
2464,"STEAM ELECTRIC POWER, PARKER",STEAM ELECTRIC POWER,C,PARKER,N,0,0,0,20,59,88
2465,"STEAM ELECTRIC POWER, POTTER",STEAM ELECTRIC POWER,A,POTTER,N,0,0,0,0,0,0
2466,"STEAM ELECTRIC POWER, RED RIVER",STEAM ELECTRIC POWER,D,RED RIVER,N,0,0,0,0,0,0
2467,"STEAM ELECTRIC POWER, ROBERTSON",STEAM ELECTRIC POWER,G,ROBERTSON,N,0,0,2111,13682,16031,18478
2468,"STEAM ELECTRIC POWER, RUSK",STEAM ELECTRIC POWER,I,RUSK,N,0,0,0,462,8873,18868
2469,"STEAM ELECTRIC POWER, SOMERVELL",STEAM ELECTRIC POWER,G,SOMERVELL,N,35496,35509,35521,35534,35547,35559
2470,"STEAM ELECTRIC POWER, TARRANT",STEAM ELECTRIC POWER,C,TARRANT,N,0,981,2072,2301,2489,2656
2472,"STEAM ELECTRIC POWER, TITUS",STEAM ELECTRIC POWER,D,TITUS,N,20558,30123,41631,55605,71812,91555
2474,"STEAM ELECTRIC POWER, TRAVIS",STEAM ELECTRIC POWER,K,TRAVIS,N,0,1374,1374,6543,14043,21530
2475,"STEAM ELECTRIC POWER, VICTORIA",STEAM ELECTRIC POWER,L,VICTORIA,N,4506,29778,37178,53599,70696,70696
2476,"STEAM ELECTRIC POWER, WARD",STEAM ELECTRIC POWER,F,WARD,N,1079,1718,2496,3445,4603,5569
2477,"STEAM ELECTRIC POWER, WEBB",STEAM ELECTRIC POWER,M,WEBB,N,0,0,0,0,0,256
2478,"STEAM ELECTRIC POWER, WHARTON",STEAM ELECTRIC POWER,K,WHARTON,N,0,0,0,0,94,200
2479,"STEAM ELECTRIC POWER, WICHITA",STEAM ELECTRIC POWER,B,WICHITA,N,175,181,187,193,199,204
2480,"STEAM ELECTRIC POWER, WILBARGER",STEAM ELECTRIC POWER,B,WILBARGER,N,1114,1959,2803,3648,4492,5337
2481,"STEAM ELECTRIC POWER, WISE",STEAM ELECTRIC POWER,C,WISE,N,0,131,441,709,1207,1595
2482,"STEAM ELECTRIC POWER, YOAKUM",STEAM ELECTRIC POWER,O,YOAKUM,N,1486,2326,3189,4185,5474,7864
2483,"STEAM ELECTRIC POWER, YOUNG",STEAM ELECTRIC POWER,G,YOUNG,N,0,0,0,0,0,0
2484,STEAMBOAT MOUNTAIN WSC,MUNICIPAL,G,TAYLOR,N,182,185,189,194,203,210
2486,STEPHENVILLE,MUNICIPAL,G,ERATH,N,0,0,0,0,0,0
2487,STERLING CITY,MUNICIPAL,F,STERLING,N,0,0,0,0,0,0
2488,STINNETT,MUNICIPAL,A,HUTCHINSON,N,0,0,0,115,165,216
2489,STOCKDALE,MUNICIPAL,L,WILSON,N,0,0,0,0,0,0
2490,STRATFORD,MUNICIPAL,A,SHERMAN,N,0,0,0,0,0,0
2491,STRAWN,MUNICIPAL,G,PALO PINTO,N,0,0,0,0,0,0
2492,SUDAN,MUNICIPAL,O,LAMB,N,0,0,0,0,0,2
2493,SUGAR LAND,MUNICIPAL,H,FORT BEND,N,447,7204,9262,11194,12879,14203
2494,SULLIVAN CITY,MUNICIPAL,M,HIDALGO,N,75,178,286,400,520,638
2495,SUNBELT FWSD,MUNICIPAL,H,HARRIS,N,193,403,80,115,145,178
2496,SUNDOWN,MUNICIPAL,O,HOCKLEY,N,18,36,48,50,69,82
2497,SUNKO WSC,MUNICIPAL,L,KARNES,Y,0,0,0,0,0,2
2497,SUNKO WSC,MUNICIPAL,L,WILSON,Y,0,0,0,0,0,115
2498,SUNNYVALE,MUNICIPAL,C,DALLAS,N,185,779,1267,1661,2241,2517
2499,SUNRAY,MUNICIPAL,A,MOORE,N,0,232,501,633,752,847
2500,SUNRISE BEACH VILLAGE,MUNICIPAL,K,LLANO,N,0,0,0,0,0,0
2502,SWEENY,MUNICIPAL,H,BRAZORIA,N,0,0,0,0,0,0
2503,SWIFT WSC,MUNICIPAL,I,NACOGDOCHES,N,0,0,0,0,0,0
2504,TAFT,MUNICIPAL,N,SAN PATRICIO,N,0,0,0,0,0,0
2505,TAHOKA,MUNICIPAL,O,LYNN,N,0,57,77,100,138,166
2506,TALCO,MUNICIPAL,D,TITUS,N,0,0,0,0,0,0
2507,TALTY,MUNICIPAL,C,KAUFMAN,N,24,88,135,187,291,545
2508,TATUM,MUNICIPAL,I,PANOLA,Y,0,0,0,0,0,0
2508,TATUM,MUNICIPAL,I,RUSK,Y,0,0,0,0,0,0
2509,TAYLOR,MUNICIPAL,G,WILLIAMSON,N,0,0,0,0,0,0
2510,TAYLOR LAKE VILLAGE,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
2511,TCW SUPPLY INC,MUNICIPAL,A,HUTCHINSON,N,75,251,375,466,535,569
2512,TEAGUE,MUNICIPAL,C,FREESTONE,N,0,0,0,0,84,218
2513,TEMPLE,MUNICIPAL,G,BELL,N,0,1903,4373,8177,11600,13337
2514,TENAHA,MUNICIPAL,I,SHELBY,N,0,0,0,0,0,0
2515,TERRELL HILLS,MUNICIPAL,L,BEXAR,N,0,0,0,0,0,0
2516,TEXAS CITY,MUNICIPAL,H,GALVESTON,N,0,0,0,0,0,0
2517,TEXLINE,MUNICIPAL,A,DALLAM,N,0,0,0,46,99,161
2518,THE COLONY,MUNICIPAL,C,DENTON,N,336,1171,1904,2555,2943,3262
2519,THE HILLS,MUNICIPAL,K,TRAVIS,N,0,0,0,0,0,0
2520,THE WOODLANDS,MUNICIPAL,H,HARRIS,Y,904,1709,2357,2623,2831,3001
2520,THE WOODLANDS,MUNICIPAL,H,MONTGOMERY,Y,0,979,2173,3667,5945,8743
2521,THORNDALE,MUNICIPAL,G,MILAM,Y,0,0,0,0,0,0
2521,THORNDALE,MUNICIPAL,G,WILLIAMSON,Y,0,0,0,0,0,0
2522,THORNTON,MUNICIPAL,G,LIMESTONE,N,0,0,0,0,0,0
2523,THRALL,MUNICIPAL,G,WILLIAMSON,N,0,0,0,0,0,0
